id,plant_id,file_name,is_primary,created_at,updated_at
133,94,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718871083/be-agriculture/tcnweytcqle1q8elrgog.png,1,2024-06-20 08:11:24.175,2024-06-20 08:11:24.175
135,86,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718871431/be-agriculture/bbbstot6qt1exwnclzut.png,1,2024-06-20 08:17:12.036,2024-06-20 08:17:12.036
146,165,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718905106/be-agriculture/bohof5kxvbrdjdcl39gk.png,1,2024-06-20 17:38:27.218,2024-06-20 17:38:27.218
147,77,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906693/be-agriculture/yipxufdaw02qefr1zqzi.png,1,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053
148,77,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906694/be-agriculture/i1p7bxuco4ee6jg844ef.png,0,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053
154,166,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718954819/be-agriculture/vucgx1wnal9gysc9mx5n.png,1,2024-06-21 07:26:59.625,2024-06-21 07:26:59.625
168,108,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719030230/be-agriculture/za4dagzqaryqdjwlij3a.jpg,1,2024-06-22 04:23:50.437,2024-06-22 04:23:50.437
179,65,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124046/be-agriculture/zeout35y73kfldbuwf9h.png,1,2024-06-23 06:27:27.724,2024-06-23 06:27:27.724
180,65,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124047/be-agriculture/cvbqer6nx6xtpk1it4x8.png,0,2024-06-23 06:27:27.724,2024-06-23 06:27:27.724
181,69,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124100/be-agriculture/tl1x1sfto07ghg4w2vb4.png,1,2024-06-23 06:28:20.703,2024-06-23 06:28:20.703
182,75,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124438/be-agriculture/z5pbym3irh9e7esskujl.png,1,2024-06-23 06:33:58.506,2024-06-23 06:33:58.506
183,76,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124555/be-agriculture/qbfpe64jtoiwo1wyl6gd.png,1,2024-06-23 06:35:56.707,2024-06-23 06:35:56.707
184,76,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124556/be-agriculture/dmgvrfwebfglnxpnkzkt.png,0,2024-06-23 06:35:56.707,2024-06-23 06:35:56.707
185,78,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124654/be-agriculture/k6l13mqsiuqhbpkyqdty.png,1,2024-06-23 06:37:35.608,2024-06-23 06:37:35.608
186,78,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124655/be-agriculture/ghr5ksq0lq6rp5g4hmhp.png,0,2024-06-23 06:37:35.608,2024-06-23 06:37:35.608
187,79,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125094/be-agriculture/olvrdyeyqi3f5clz4w3q.png,1,2024-06-23 06:44:54.907,2024-06-23 06:44:54.907
188,81,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125338/be-agriculture/s7db11utpgqx5skhkqrp.png,1,2024-06-23 06:48:58.805,2024-06-23 06:48:58.805
190,85,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125832/be-agriculture/p1os92atrmuqkchhaeev.png,1,2024-06-23 06:57:13.241,2024-06-23 06:57:13.241
191,87,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125912/be-agriculture/ops4xd3lbve2jcf9ftox.png,1,2024-06-23 06:58:33.212,2024-06-23 06:58:33.212
192,93,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126314/be-agriculture/t3iwnua1x8rhlm0hgimd.png,1,2024-06-23 07:05:15.109,2024-06-23 07:05:15.109
193,134,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126487/be-agriculture/fj0qjylzh9mx4eqxzlwr.png,1,2024-06-23 07:08:08.703,2024-06-23 07:08:08.703
194,134,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126488/be-agriculture/ijjzxnyvbaufjwd0tw5f.jpg,0,2024-06-23 07:08:08.703,2024-06-23 07:08:08.703
198,172,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719159666/be-agriculture/j0pfta5cvg7vxwmdv9ef.png,1,2024-06-23 16:21:07.336,2024-06-23 16:21:07.336
208,64,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719196779/be-agriculture/pjvv5utzl5kygydiizoj.png,1,2024-06-24 02:39:41.400,2024-06-24 02:39:41.400
